Model,Degem,Grain Size
MLOgraphy++_Predictions,11,8.888888889
MLOgraphy++_Predictions,11,9
MLOgraphy++_Predictions,11,9.038461538461538
MLOgraphy++_Predictions,11,9.2
MLOgraphy++_Predictions,11,9.266666666666667
MLOgraphy++_Predictions,11,9.45
MLOgraphy++_Predictions,11,9.478260869565217
MLOgraphy++_Predictions,11,9.615384615384615
MLOgraphy++_Predictions,11,9.619047619047619
MLOgraphy++_Predictions,11,9.68
MLOgraphy++_Predictions,11,9.68
MLOgraphy++_Predictions,11,9.692307692307692
MLOgraphy++_Predictions,11,9.761904761904763
MLOgraphy++_Predictions,11,9.8125
MLOgraphy++_Predictions,11,10.045454545454545
MLOgraphy++_Predictions,11,10.066666666666666
MLOgraphy++_Predictions,11,10.214285714285714
MLOgraphy++_Predictions,11,10.416666666666666
MLOgraphy++_Predictions,11,10.428571428571429
MLOgraphy++_Predictions,11,10.4375
MLOgraphy++_Predictions,11,10.454545454545455
MLOgraphy++_Predictions,11,10.476190476190476
MLOgraphy++_Predictions,11,10.5
MLOgraphy++_Predictions,11,10.565217391304348
MLOgraphy++_Predictions,11,10.565217391304348
MLOgraphy++_Predictions,11,10.619047619047619
MLOgraphy++_Predictions,11,10.647058823529411
MLOgraphy++_Predictions,11,10.652173913043478
MLOgraphy++_Predictions,11,10.666666666666666
MLOgraphy++_Predictions,11,10.68421052631579
MLOgraphy++_Predictions,11,10.695652173913043
MLOgraphy++_Predictions,11,10.714285714285714
MLOgraphy++_Predictions,11,10.727272727272727
MLOgraphy++_Predictions,11,10.73913043478261
MLOgraphy++_Predictions,11,10.818181818181818
MLOgraphy++_Predictions,11,10.904761904761905
MLOgraphy++_Predictions,11,10.904761904761905
MLOgraphy++_Predictions,11,10.91304347826087
MLOgraphy++_Predictions,11,11
MLOgraphy++_Predictions,11,11.05
MLOgraphy++_Predictions,11,11.05
MLOgraphy++_Predictions,11,11.136363636363637
MLOgraphy++_Predictions,11,11.153846153846153
MLOgraphy++_Predictions,11,11.166666666666666
MLOgraphy++_Predictions,11,11.210526315789474
MLOgraphy++_Predictions,11,11.25
MLOgraphy++_Predictions,11,11.25
MLOgraphy++_Predictions,11,11.318181818181818
MLOgraphy++_Predictions,11,11.333333333333334
MLOgraphy++_Predictions,11,11.333333333333334
MLOgraphy++_Predictions,11,11.4
MLOgraphy++_Predictions,11,11.411764705882353
MLOgraphy++_Predictions,11,11.4375
MLOgraphy++_Predictions,11,11.473684210526315
MLOgraphy++_Predictions,11,11.5
MLOgraphy++_Predictions,11,11.526315789473685
MLOgraphy++_Predictions,11,11.619047619047619
MLOgraphy++_Predictions,11,11.65
MLOgraphy++_Predictions,11,11.666666666666666
MLOgraphy++_Predictions,11,11.666666666666666
MLOgraphy++_Predictions,11,11.722222222222221
MLOgraphy++_Predictions,11,11.736842105263158
MLOgraphy++_Predictions,11,11.75
MLOgraphy++_Predictions,11,11.75
MLOgraphy++_Predictions,11,11.75
MLOgraphy++_Predictions,11,11.75
MLOgraphy++_Predictions,11,11.761904761904763
MLOgraphy++_Predictions,11,11.8
MLOgraphy++_Predictions,11,11.8125
MLOgraphy++_Predictions,11,11.823529411764707
MLOgraphy++_Predictions,11,11.857142857142858
MLOgraphy++_Predictions,11,11.88888888888889
MLOgraphy++_Predictions,11,11.941176470588236
MLOgraphy++_Predictions,11,11.95
MLOgraphy++_Predictions,11,12
MLOgraphy++_Predictions,11,12.052631578947368
MLOgraphy++_Predictions,11,12.095238095238095
MLOgraphy++_Predictions,11,12.105263157894736
MLOgraphy++_Predictions,11,12.11111111111111
MLOgraphy++_Predictions,11,12.11111111111111
MLOgraphy++_Predictions,11,12.153846153846153
MLOgraphy++_Predictions,11,12.166666666666666
MLOgraphy++_Predictions,11,12.222222222222221
MLOgraphy++_Predictions,11,12.222222222222221
MLOgraphy++_Predictions,11,12.263157894736842
MLOgraphy++_Predictions,11,12.285714285714286
MLOgraphy++_Predictions,11,12.3125
MLOgraphy++_Predictions,11,12.31578947368421
MLOgraphy++_Predictions,11,12.368421052631579
MLOgraphy++_Predictions,11,12.4
MLOgraphy++_Predictions,11,12.421052631578947
MLOgraphy++_Predictions,11,12.4375
MLOgraphy++_Predictions,11,12.45
MLOgraphy++_Predictions,11,12.5
MLOgraphy++_Predictions,11,12.529411764705882
MLOgraphy++_Predictions,11,12.555555555555555
MLOgraphy++_Predictions,11,12.578947368421053
MLOgraphy++_Predictions,11,12.578947368421053
MLOgraphy++_Predictions,11,12.6
MLOgraphy++_Predictions,11,12.6
MLOgraphy++_Predictions,11,12.6
MLOgraphy++_Predictions,11,12.61111111111111
MLOgraphy++_Predictions,11,12.647058823529411
MLOgraphy++_Predictions,11,12.666666666666666
